session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
6207,529,566,1203,1203,681,1200,10,705,10,681,127
6208,10,705,2,2,1080,523,31,523,31,523,127
6209,2616,523,523,1080,523,5,22,247,523,523,127
6210,1029,1029,523,1292,5,523,1029,247,73,523,127
6211,1029,22,44,216,87,523,20,20,6,1080,127
6212,5,56,18,5,17,87,1080,523,2616,523,127
6213,1080,1029,5,247,73,1029,20,216,87,748,127
6214,18,17,5,5,87,523,247,5,20,247,127
6215,2,2,876,876,876,876,876,56,56,307,127
6216,32,32,32,2,258,12,2,68,12,57,127
6217,68,12,12,111,111,12,12,2,1151,2,127
6218,1204,1151,1204,1204,1204,1151,1204,2166,1204,12,127
6219,12,12,5,12,12,12,62,1151,1204,1204,127
6220,62,62,62,62,2,2,3,12,2,12,127
6221,2,12,2,1242,2,1242,1151,1242,1242,1242,127
6222,1242,1242,2166,62,62,62,12,12,12,62,127
6223,62,62,62,12,62,12,12,12,12,12,127
6224,12,1151,1242,62,62,2,1314,1878,2,685,127
6225,3,208,208,12,3,685,208,12,208,3,127
6226,12,12,1314,3,12,1314,1314,612,1314,612,127
6227,580,6,580,673,1612,673,612,5,580,22,127
6228,1878,6,208,208,20,6,3,208,62,62,127
6229,62,12,12,12,12,12,12,12,12,435,127
6230,12,435,435,435,435,435,12,12,302,100,127
6231,100,22,79,435,435,435,435,6,100,6,127
6232,435,100,102,79,79,100,79,79,100,44,127
6233,100,233,302,100,79,100,17,5,79,18,127
6234,100,22,40,100,6,6,20,10,20,12,127
6235,435,10,12,12,12,12,12,435,57,400,127
6236,32,12,56,57,178,56,56,307,32,32,127
6237,2,62,62,62,62,208,2,2,2,6,127
6238,3,2,139,6,3,2,32,32,2,2,127
6239,32,43,32,12,12,57,57,258,258,12,127
6240,57,68,68,12,68,12,148,111,111,148,127
6241,3566,3443,111,111,12,111,111,2,2,3,127
6242,2,3,2,62,62,62,62,62,62,62,127
6243,62,62,12,68,68,111,111,12,68,62,127
6244,62,12,103,103,111,111,103,103,12,12,127
6245,62,2,2,103,323,323,103,103,2,2,127
6246,1718,2,44,1718,17,5,18,2,6,3,127
6247,5,1718,10,6,12,6,10,2037,1718,2037,127
6248,1718,2037,2037,12,400,1156,57,143,3,68,127
6249,3,68,68,3,5,139,68,32,258,68,127
6250,103,2,2096,2,146,604,170,101,84,1014,127
6251,101,101,3083,3456,1014,192,170,84,2096,170,127
6252,101,5,84,31,1441,101,146,2096,101,798,127
6253,5,18,6,22,146,17,126,53,10,22,127
6254,20,798,6,22,13,38,19,68,2567,170,127
6255,453,20,5,4788,4883,1441,5,18,2567,17,127
6256,53,20,170,1809,2511,3567,87,1809,4304,1809,127
6257,5,53,18,6,17,87,2567,170,3365,3515,127
6258,17,18,5,53,3083,3869,170,1700,1700,18,127
6259,5,53,17,4711,3898,1809,170,170,53,5,127
6260,18,17,3021,3967,106,3230,3021,53,18,5,127
6261,17,170,4490,4024,2264,170,4576,2717,4430,170,127
6262,4447,4102,3728,3380,4710,3156,170,170,20,2,127
6263,1103,1415,604,1407,2,17,6,18,3771,106,127
6264,5,798,1103,10,6,17,1407,604,1415,18,127
6265,13,19,38,5,1415,19,6,5,128,2927,127
6266,1103,18,17,3739,5,1415,468,2643,251,247,127
6267,57,143,1103,4773,12,604,6,18,3444,2617,127
6268,17,44,3,2,1415,1407,5,5,4273,1103,127
6269,17,18,5,6,174,2617,17,18,604,1103,127
6270,1407,5,6,6,6,1415,5,1103,12,17,127
6271,18,5,1407,17,18,1103,6,604,5,5,127
6272,1103,3055,4202,3715,170,2,2,5,6,3055,127
6273,6,17,53,18,5,87,20,87,12,13,127
6274,13,8,1,8,3210,170,3210,73,468,3254,127
6275,2983,2983,170,4429,87,73,2264,2264,4179,87,127
6276,2927,2,166,2,166,166,166,3039,289,127,127
6277,127,166,44,6,5,166,166,127,5,17,127
6278,20,18,4377,166,289,127,18,17,5,20,127
6279,10,6,5,20,289,166,127,166,18,5,127
6280,17,127,6,20,5,127,166,166,289,127,127
6281,127,18,127,6,20,17,5,166,127,289,127
6282,17,5,18,127,127,6,20,5,166,127,127
6283,289,12,127,6,20,17,5,18,127,289,127
6284,166,127,20,5,17,18,5,6,20,127,127
6285,17,5,18,5,6,20,166,289,127,6,127
6286,17,20,127,18,5,127,166,289,127,127,127
6287,20,6,127,18,5,17,127,166,289,127,127
6288,127,5,17,18,6,5,127,20,166,289,127
6289,127,17,6,18,5,20,12,166,127,289,127
6290,18,5,17,6,5,20,127,5,17,6,127
6291,18,127,20,18,5,6,17,20,12,2,127
6292,12,2,2,1729,2,1729,57,12,12,61,127
6293,61,25,553,61,25,25,25,25,41,25,127
6294,12,12,32,57,56,250,178,56,56,307,127
6295,32,32,32,57,68,110,110,68,12,143,127
6296,12,12,12,12,12,12,57,12,43,93,127
6297,93,2,61,3,2,6,3,3,6,2,127
6298,81,43,39,2,425,5,1316,2879,6,2,127
6299,2727,1316,204,3,1316,174,204,174,3,2,127
6300,3765,3260,2,250,250,3260,5,2,4224,2,127
6301,93,93,93,93,61,61,553,61,25,61,127
6302,25,25,25,25,93,2,2,2,880,1101,127
6303,880,880,880,880,2,1521,2,1521,2,2,127
6304,2,1526,1911,2,2688,1782,1944,526,2901,1944,127
6305,4456,1911,1782,31,1944,31,526,2901,719,4067,127
6306,2688,1782,1911,1526,1526,1564,240,1526,352,3615,127
6307,1697,1273,5,17,18,44,1273,1273,1273,1273,127
6308,5,18,1273,17,18,17,1273,1697,5,1526,127
6309,1782,3564,1944,240,246,719,1564,1911,1526,4409,127
6310,1483,2,54,63,63,142,54,86,2,1123,127
6311,2,668,295,1105,668,1105,541,31,2,295,127
6312,476,295,541,668,541,668,295,476,541,31,127
6313,668,295,668,295,541,476,476,295,668,295,127
6314,1105,668,295,541,476,1105,476,541,668,295,127
6315,1105,476,668,668,1123,1123,295,1123,1123,1123,127
6316,1123,1123,295,1105,541,295,1105,476,541,476,127
6317,668,476,295,668,295,1105,668,295,541,476,127
6318,668,1105,295,541,668,295,476,93,93,209,127
6319,93,61,93,61,2,61,2,139,139,32,127
6320,32,196,32,32,32,12,258,57,12,68,127
6321,68,57,68,2,1727,2,1727,12,1727,1727,127
6322,2,4463,2,4550,2,12,2,2,3138,31,127
6323,341,119,1617,2,2792,706,130,22,44,1617,127
6324,341,17,20,10,6,18,5,341,341,341,127
6325,12,341,53,20,2,823,823,823,2,12,127
6326,823,12,443,295,541,443,443,476,443,443,127
6327,476,295,443,295,443,476,476,295,443,93,127
6328,12,61,61,61,25,25,25,25,25,25,127
6329,25,25,25,25,25,25,25,25,25,25,127
6330,25,25,25,25,12,57,12,12,12,32,127
6331,57,12,56,250,178,56,39,2,2,139,127
6332,2,32,32,32,32,12,2,2,2,57,127
6333,68,68,68,68,110,110,43,68,12,400,127
6334,1993,57,143,61,61,2,68,57,143,61,127
6335,41,32,56,56,307,2,307,143,68,143,127
6336,143,32,32,32,32,2,590,2,3978,3700,127
6337,5,12,32,590,590,590,57,590,590,68,127
6338,258,590,68,5,590,5,590,590,5,2,127
6339,590,2,590,1339,1906,44,18,2,1339,17,127
6340,3,590,44,1906,1339,3,1339,2,18,17,127
6341,3,44,1339,1906,3,2,1339,3,1339,18,127
6342,2,17,44,1906,12,5,590,2,2,62,127
6343,2,62,62,62,62,62,62,62,62,62,127
6344,62,62,62,62,62,62,209,62,62,12,127
6345,148,751,111,62,111,111,111,62,62,62,127
6346,148,12,590,590,590,590,590,590,62,62,127
6347,590,5,62,62,12,111,111,62,62,111,127
6348,111,12,590,62,62,2128,2128,111,111,12,127
6349,62,62,62,2128,62,751,12,111,111,62,127
6350,62,111,111,62,62,111,111,12,62,62,127
6351,12,12,111,111,111,62,62,62,62,62,127
6352,62,716,716,716,716,12,716,716,716,716,127
6353,716,12,716,716,57,57,12,716,716,716,127
6354,716,716,12,111,111,62,62,62,62,62,127
6355,62,12,111,111,716,57,12,12,32,57,127
6356,56,178,56,3,43,81,2,2,3,6,127
6357,2,3,6,2,139,139,32,32,32,32,127
6358,32,32,2,25,2,25,25,25,25,2,127
6359,25,25,25,25,25,25,25,25,25,25,127
6360,25,25,25,25,60,60,266,266,43,2,127
6361,2,2,6,3,6,2,3,139,2,2,127
6362,139,266,2,2,62,2,62,62,32,32,127
6363,32,32,32,12,12,57,57,68,12,258,127
6364,57,258,12,68,302,100,79,44,102,302,127
6365,233,22,57,6,100,79,18,17,5,22,127
6366,10,40,6,62,100,62,20,62,20,148,127
6367,79,79,111,111,111,10,6,100,62,62,127
6368,62,62,62,814,62,814,148,814,814,814,127
6369,814,79,79,814,814,814,814,12,62,62,127
6370,62,814,79,12,400,12,57,1156,68,143,127
6371,143,4603,4532,4515,143,32,56,178,56,39,127
6372,2,2,2,6,3,39,3,2,6,2,127
6373,2,432,2,432,5,2,2,3,2,6,127
6374,2,2,3,432,1575,6,2,3,6,2,127
6375,432,2,3,1440,5,3,794,6,2,10,127
6376,3,1440,794,6,10,915,1448,1236,375,712,127
6377,872,712,375,1205,1135,2440,3,2,872,3,127
6378,5,378,3,2,712,1135,915,525,375,872,127
6379,2,1205,3,915,1448,1236,712,1205,378,3,127
6380,2,525,697,2,2568,2125,1330,1518,3628,2,127
6381,3209,1330,160,160,2,6,3,4500,525,525,127
6382,525,697,525,525,697,525,697,525,697,525,127
6383,697,525,525,697,525,697,525,915,3,375,127
6384,2,378,2,3,6,5,10,3,2,3,127
6385,794,6,936,1253,936,1253,204,468,349,5,127
6386,18,130,1781,22,44,1253,17,936,6,538,127
6387,20,98,128,1253,5,211,659,5,486,211,127
6388,747,461,659,486,936,247,936,525,1135,936,127
6389,525,525,697,5,3,53,6,10,6,2,127
6390,375,915,3,375,2,378,3,251,6,5,127
6391,3,6,10,3,6,2056,794,2,3878,3,127
6392,4729,2056,2854,2056,2854,5,3,174,2,2056,127
6393,174,6,5,3,3,10,794,6,761,761,127
6394,3,761,2,2,3,761,2,761,3,5,127
6395,3,6,22,100,794,10,6,102,79,100,127
6396,233,302,44,5,18,100,17,6,40,6,127
6397,10,1135,100,2924,20,6,525,2924,525,100,127
6398,17,6,3,5,6,3,10,3,6,2,127
6399,2939,2939,4190,2743,17,18,5,18,17,18,127
6400,17,130,130,22,53,151,17,18,17,18,127
6401,203,203,531,203,151,20,46,151,151,22,127
6402,46,31,3341,17,18,18,17,17,18,31,127
6403,46,2,3,310,6,310,2,639,3,40,127
6404,2,635,40,867,639,635,18,6,17,639,127
6405,635,3,639,635,216,3,10,5,639,87,127
6406,6,635,2416,429,464,20,10,46,40,635,127
6407,6,464,429,635,20,40,40,3,87,2,127
6408,6,3,40,1479,1479,1479,1479,2908,762,762,127
6409,46,762,4063,759,718,718,628,1673,201,628,127
6410,969,628,718,1673,2908,1479,1479,6,1139,3005,127
6411,3,2,6,17,1139,18,5,1139,22,20,127
6412,6,10,22,762,6,46,762,46,628,762,127
6413,46,762,762,762,762,762,762,762,762,46,127
6414,2190,762,2190,762,2190,46,46,46,2,53,127
6415,46,2,3,6,2,104,1293,3,136,1553,127
6416,2,616,1553,104,1599,3,3,15,105,1553,127
6417,105,2,6,3,3,6,2,3497,2,2187,127
6418,104,104,2187,1293,104,104,15,344,105,514,127
6419,2187,104,1293,104,15,105,3,2,1991,3,127
6420,1991,2,1991,3,2,2,6,3,1991,2,127
6421,2,3,6,3735,2,6,2,3,3529,2,127
6422,3,2,6,3,2,2656,2,6,2,3,127
6423,6,2,2,2,39,3,43,81,266,458,127
6424,458,419,419,43,2,2,3,6,2,6,127
6425,3,1316,2,2727,1316,2879,5,196,6,1316,127
6426,425,196,192,1316,2,880,2,880,1101,2,127
6427,2,25,25,25,25,25,25,25,25,25,127
6428,2,25,2,2,443,443,295,476,443,295,127
6429,476,443,295,476,541,443,25,25,25,25,127
6430,25,25,25,25,25,25,25,25,25,25,127
6431,25,25,25,25,25,25,25,2,2,880,127
6432,880,2,567,2,513,567,513,5,6,513,127
6433,6,6,10,10,128,2821,2821,266,458,419,127
6434,2,2,2,139,2,2,139,32,32,32,127
6435,32,12,258,258,57,68,57,68,57,12,127
6436,12,32,12,12,57,56,178,56,56,56,127
6437,56,307,56,32,32,32,32,110,68,110,127
6438,12,12,57,12,12,12,12,12,12,12,127
6439,57,12,1001,1001,1222,1109,1222,157,179,31,127
6440,1356,3,1356,2,3451,2950,179,2950,157,6,127
6441,5,3,2,157,10,4700,179,157,6,2,127
6442,3,4784,822,822,822,3,179,157,2,4295,127
6443,601,601,601,157,179,3,2,3707,4752,157,127
6444,179,3,2,157,179,3,4127,12,2,3971,127
6445,831,157,179,3,2,3353,179,157,3,2,127
6446,4357,3,2,179,157,3,2,5,179,3961,127
6447,157,3,2,3545,157,179,3,2,179,157,127
6448,4364,3,2,6,4034,217,157,179,3,2,127
6449,4435,231,231,231,217,217,217,540,540,157,127
6450,179,3519,157,6,4215,157,179,12,157,4556,127
6451,1022,1022,558,831,831,260,6,157,157,179,127
6452,157,4340,157,4425,179,2,3,6,157,3556,127
6453,231,3,5,179,157,2,179,3,2,157,127
6454,3745,217,217,3,217,157,179,2,4164,179,127
6455,157,6,157,3810,1116,3,2,3816,622,32,127
6456,12,57,56,178,622,885,39,3,2,2,127
6457,6,3,139,2,6,3,139,32,32,32,127
6458,32,32,12,32,57,12,68,110,57,68,127
6459,110,12,12,43,81,143,12,143,12,12,127
6460,12,12,12,12,12,57,12,12,12,12,127
6461,12,12,12,57,12,12,12,12,12,12,127
6462,12,57,12,12,12,12,12,12,12,12,127
6463,57,12,12,12,12,12,12,12,57,12,127
6464,12,12,12,12,12,12,57,12,12,12,127
6465,12,12,12,12,12,57,12,12,12,12,127
6466,12,2,2,57,12,410,2,368,661,5,127
6467,410,368,2057,842,2194,122,2401,979,410,44,127
6468,368,17,18,368,349,347,661,5,151,58,127
6469,151,87,368,410,3,2,334,174,2057,368,127
6470,410,174,842,368,842,193,410,1890,368,842,127
6471,87,3,2,293,128,2452,368,368,368,22,127
6472,410,842,368,289,10,17,6,127,204,368,127
6473,44,2589,18,127,410,5,368,22,22,410,127
6474,20,151,151,20,87,3,2,20,12,46,127
6475,22,46,17,6,18,289,127,422,5,645,127
6476,2170,20,1476,479,20,22,479,2,422,2170,127
6477,645,87,1476,3,368,12,12,12,12,12,127
6478,12,12,12,12,12,12,12,751,751,12,127
6479,12,12,12,12,12,12,12,12,12,12,127
6480,12,12,12,12,12,12,12,12,12,12,127
6481,12,2,2,6,3,2,6,3,2,62,127
6482,62,62,62,62,62,62,62,62,62,266,127
6483,43,2,6,2,5,1440,3,794,10,2,127
6484,31,2475,6,2,3862,2475,2475,2,1680,2352,127
6485,3,2352,2,1680,6,1680,1680,3020,902,1680,127
6486,31,17,18,44,902,10,3020,4646,2352,40,127
6487,429,5,902,464,40,429,429,5,464,100,127
6488,2,10,79,1587,1678,100,233,100,302,100,127
6489,22,233,44,79,102,17,18,5,79,22,127
6490,100,100,17,40,79,1587,79,1678,100,20,127
6491,6,1678,1587,10,79,100,233,100,79,79,127
6492,100,40,100,100,79,233,79,1587,1678,100,127
6493,79,79,1587,1678,100,2,1391,1391,1391,2,127
6494,2,4667,209,2,2,817,817,4444,1481,1481,127
6495,1481,1481,1481,726,726,1481,726,1524,2,1524,127
6496,1524,1524,2,1524,2,2,4366,3,31,2,127
6497,2,678,678,678,678,678,678,678,678,678,127
6498,678,678,678,678,678,678,678,678,678,2,127
6499,2,2906,2906,2,2,2,4422,514,344,2,127
6500,2,1201,2,1201,1201,1201,1201,1201,1201,1201,127
6501,2,2,2,139,2,32,32,32,32,32,127
6502,12,57,68,57,68,12,110,110,68,12,127
6503,148,12,148,12,12,111,111,111,12,32,127
6504,57,12,56,178,56,3,2,2,6,3,127
6505,139,2,3,6,139,32,32,32,32,32,127
6506,12,57,68,68,12,57,110,68,143,43,127
6507,81,110,69,162,69,12,143,39,12,143,127
6508,39,12,143,12,103,103,12,196,103,103,127
6509,263,1956,1956,12,143,12,57,103,103,103,127
6510,12,103,196,12,2,2,44,950,18,5,127
6511,17,950,3,950,950,17,5,18,3,950,127
6512,18,17,3,5,950,950,12,950,18,5,127
6513,3,17,950,2154,3,2154,15,3,2154,105,127
6514,3,18,950,5,17,105,17,18,5,950,127
6515,3,12,12,12,12,12,12,12,69,69,127
6516,162,3,2,2,6,3,2,6,2,3,127
6517,139,139,32,32,32,32,32,12,57,68,127
6518,110,12,57,68,110,12,196,81,43,196,127
6519,32,56,12,57,178,56,405,307,56,32,127
6520,32,405,12,39,57,68,196,143,12,143,127
6521,12,12,12,12,12,12,12,57,12,12,127
6522,12,12,12,12,12,12,57,12,12,12,127
6523,12,12,12,57,12,12,12,12,12,12,127
6524,12,111,111,111,12,12,57,12,12,111,127
6525,111,12,12,32,12,57,56,178,56,56,127
6526,56,39,69,69,162,2,2,6,3,6,127
6527,3,2,43,39,39,69,69,162,139,2,127
6528,2,139,32,32,32,32,12,57,68,110,127
6529,110,57,68,12,143,12,143,12,12,12,127
6530,12,12,12,12,57,12,12,111,111,111,127
6531,12,12,12,12,32,57,56,178,56,56,127
6532,56,135,676,453,135,44,135,746,568,135,127
6533,568,110,135,746,568,135,568,2,3,6,127
6534,2,139,32,6,32,3,2,2,32,32,127
6535,32,12,57,57,68,12,103,110,103,111,127
6536,111,111,110,68,12,57,103,12,12,12,127
6537,12,400,12,57,32,56,178,56,60,60,127
6538,60,60,2,3,2,3,6,2,139,6,127
6539,3,2,139,32,32,32,32,12,57,57,127
6540,12,68,68,68,110,12,57,110,81,43,127
6541,12,196,43,12,196,143,143,32,12,57,127
6542,56,2703,250,2703,178,56,31,405,1233,405,127
6543,1146,1688,135,56,13,38,3,38,135,19,127
6544,38,135,44,135,5,1129,1377,31,1380,44,127
6545,1129,3593,3496,2573,1377,1380,31,1129,1999,2546,127
6546,2662,2573,4316,1999,1380,31,1129,2573,1377,1999,127
6547,1380,2546,1129,18,3423,1380,4525,5,3066,3604,127
6548,17,1999,1377,1377,2389,4528,653,1129,1380,2546,127
6549,6,1129,4016,867,158,130,2579,653,349,5,127
6550,1377,53,2662,145,22,10,6,3217,3842,20,127
6551,6,2389,3217,20,2772,3085,10,2389,3085,1129,127
6552,4079,1927,231,1129,20,932,3066,2772,53,13,127
6553,135,135,178,56,2,6,3,2,6,3,127
6554,761,2,130,761,3,2,53,761,761,3,127
6555,2,3,2,53,761,2,3,761,130,53,127
6556,761,761,3,2,2,761,3,814,3,2,127
6557,814,761,2,3,814,266,2,2,6,3,127
6558,2,139,6,3,2,32,32,32,32,32,127
6559,32,43,32,32,12,57,57,68,12,57,127
6560,110,68,110,12,12,143,12,143,12,148,127
6561,12,111,111,12,148,32,57,12,56,56,127
6562,178,405,2,2,6,3,2,6,139,2,127
6563,3,2,139,2,32,32,2,32,32,266,127
6564,32,12,2,62,2,57,12,62,57,12,127
6565,62,68,43,62,62,68,62,110,62,62,127
6566,57,110,68,12,12,976,12,976,5,12,127
6567,4168,976,2,12,2,12,148,111,111,111,127
6568,111,111,111,103,148,1052,2,12,2,244,127
6569,2,2478,2478,4671,2478,2,12,442,2,2,127
6570,103,103,2,12,2,2,2,3815,2,442,127
6571,12,271,81,271,271,2,2672,2,2,100,127
6572,233,79,100,2,100,22,102,233,302,44,127
6573,6,79,18,5,22,100,79,17,10,6,127
6574,40,100,20,2,12,20,79,2,57,12,127
6575,79,10,6,79,79,2,4750,2,79,12,127
6576,2,1628,1628,244,2,1628,244,17,79,100,127
6577,838,2,838,838,838,838,2,1628,1628,2,127
6578,12,2,2,12,2,1679,616,1679,1679,1679,127
6579,1679,2,331,955,2,677,331,955,1245,710,127
6580,710,818,332,695,827,1229,1245,745,923,827,127
6581,868,629,44,331,745,1245,1229,17,923,331,127
6582,827,18,5,3,868,745,923,128,5,128,127
6583,211,3,2,331,745,923,868,827,868,827,127
6584,745,923,868,1245,923,827,745,2,331,991,127
6585,331,331,991,2,3183,332,4708,244,3183,4832,127
6586,331,17,1168,12,18,5,331,331,1879,193,127
6587,331,695,717,742,695,717,689,818,742,818,127
6588,695,629,1168,695,629,629,695,689,629,1168,127
6589,5,695,629,742,717,629,742,742,717,1288,127
6590,689,742,695,717,818,629,710,1288,1288,742,127
6591,695,689,695,742,1288,689,742,695,1288,689,127
6592,717,629,689,1288,742,695,818,818,689,695,127
6593,742,717,710,629,818,629,689,710,717,629,127
6594,818,710,710,629,717,629,1168,331,331,5,127
6595,1168,331,742,717,710,2,5,10,20,1168,127
6596,1168,20,5,6,1168,331,745,2083,10,12,127
6597,745,331,827,923,827,868,331,2,12,2,127
6598,2,4487,103,103,57,68,2,865,865,2,127
6599,110,865,865,68,2,12,2414,2414,12,2354,127
6600,2354,865,865,12,323,323,323,323,57,12,127
6601,32,57,2354,56,56,178,307,56,2,3314,127
6602,2,32,32,32,32,258,68,57,68,323,127
6603,976,976,976,12,12,12,323,323,865,865,127
6604,32,56,57,56,178,56,56,475,57,453,127
6605,475,44,475,110,110,475,475,475,5,475,127
6606,475,758,2449,110,581,110,244,1363,581,475,127
6607,475,475,110,475,475,56,178,56,865,865,127
6608,865,39,39,39,39,39,3,266,458,419,127
6609,458,419,43,81,39,39,2,2,2,6,127
6610,3,2,2,6,3,139,32,32,2,32,127
6611,32,2,264,501,244,166,44,595,1655,501,127
6612,1425,18,17,6,44,22,264,264,3273,188,127
6613,1655,1425,501,22,188,32,6,188,5,264,127
6614,188,12,501,166,264,22,6,17,5,18,127
6615,166,595,264,188,22,188,17,5,18,264,127
6616,6,166,12,188,20,12,10,12,57,57,127
6617,68,12,68,57,188,188,188,20,188,188,127
6618,43,10,501,5,17,595,501,188,18,17,127
6619,5,188,18,4869,166,264,18,595,166,17,127
6620,501,5,188,17,18,5,264,501,595,5,127
6621,17,18,188,5,18,17,6,20,264,166,127
6622,18,501,595,188,166,17,5,188,18,17,127
6623,5,188,188,57,188,264,12,188,264,2,127
6624,209,2,2,2,2,2,2,12,12,2,127
6625,2,2,2,797,2,797,797,12,12,2,127
6626,797,57,12,12,797,797,797,148,797,148,127
6627,797,797,12,797,12,12,2,2,607,4443,127
6628,607,3,607,12,12,2,607,12,12,12,127
6629,12,2062,31,2062,3806,289,5,18,127,2062,127
6630,17,12,127,607,607,607,607,607,607,607,127
6631,607,12,607,607,607,607,607,607,607,2,127
6632,2,854,780,3,1621,2062,780,201,780,854,127
6633,5,17,3,18,780,5,2500,136,3,12,127
6634,12,1621,780,201,5,17,136,18,780,128,127
6635,3,6,1425,2,166,501,1655,264,18,44,127
6636,595,188,5,17,501,18,22,188,17,5,127
6637,188,264,188,166,17,5,166,595,18,501,127
6638,188,22,188,18,17,5,188,166,264,501,127
6639,264,595,5,17,166,18,188,22,18,17,127
6640,5,188,188,264,264,166,17,18,595,12,127
6641,501,166,5,264,501,188,17,18,22,5,127
6642,12,188,264,264,166,166,501,595,18,5,127
6643,17,188,22,17,5,18,264,166,166,501,127
6644,188,595,18,17,5,17,6,188,22,18,127
6645,5,264,188,188,595,18,5,17,501,188,127
6646,5,18,17,12,501,18,188,20,17,5,127
6647,595,17,5,18,188,2,12,188,2,1653,127
6648,2,1653,31,188,1653,12,32,56,57,188,127
6649,56,307,32,32,188,32,110,1653,188,188,127
6650,110,188,1653,188,68,188,188,188,188,188,127
6651,2,12,2,2186,2,2186,2186,188,501,501,127
6652,18,595,5,17,595,188,18,17,5,501,127
6653,5,17,18,595,188,17,18,188,5,264,127
6654,166,501,595,188,5,17,18,501,264,166,127
6655,17,5,18,188,166,264,501,595,18,595,127
6656,5,17,188,264,166,5,501,595,17,18,127
6657,188,22,18,5,17,2,2,62,62,62,127
6658,62,62,62,2,2,1745,3872,1745,1745,3929,127
6659,1745,62,62,2,100,100,79,233,12,17,127
6660,100,22,102,79,302,18,5,79,100,40,127
6661,100,20,6,10,302,44,102,79,100,22,127
6662,18,6,100,79,17,5,22,40,20,79,127
6663,102,100,22,6,17,79,44,100,302,18,127
6664,5,22,40,20,79,79,6,1725,1725,1725,127
6665,1725,1725,79,79,32,56,56,307,32,32,127
6666,32,79,1745,100,79,79,100,233,233,100,127
6667,79,233,233,79,100,100,79,100,79,233,127
6668,100,233,79,100,79,100,79,100,12,100,127
6669,79,100,79,79,79,100,233,79,79,79,127
6670,79,17,102,5,79,18,2,2,20,6,127
6671,578,2,578,3,2300,578,31,18,5,17,127
6672,5,533,2,106,344,514,533,173,3180,106,127
6673,246,247,533,6,10,533,533,533,533,533,127
6674,533,533,6,10,533,3,514,5,533,6,127
6675,514,3,533,514,6,3,533,533,3,6,127
6676,514,533,533,533,533,533,533,3,4021,6,127
6677,514,3,578,2242,578,31,2242,2242,3616,6,127
6678,533,3,514,211,3,3,533,6,514,3,127
6679,533,514,3,3,533,514,3,6,3,533,127
6680,3,514,514,3,533,6,3,578,2,2,127
6681,139,32,110,32,2,56,2,12,68,250,127
6682,178,56,56,307,32,32,32,2300,1454,578,127
6683,1454,3466,1924,44,6,1454,68,1924,1454,1924,127
6684,1454,68,1454,1924,68,578,578,2283,1582,578,127
6685,1582,1582,1582,68,400,12,32,56,56,178,127
6686,307,56,32,32,2,578,2,578,323,578,127
6687,1582,2283,2,4014,2678,3072,578,467,2,2572,127
6688,2,1079,2572,645,1476,2572,1744,2,1186,1197,127
6689,2,1197,1186,3212,42,2678,3072,2283,29,47,127
6690,35,48,42,32,48,29,47,35,1197,47,127
6691,77,68,12,1247,68,1247,1247,68,1821,1247,127
6692,12,1821,42,77,48,47,29,35,1197,1186,127
6693,210,3212,2973,1197,1186,3791,1186,1186,2973,1197,127
6694,1186,210,1197,1186,42,42,47,42,47,48,127
6695,2,42,29,48,77,2,780,854,1621,201,127
6696,3,2,17,5,780,18,247,251,251,2248,127
6697,1821,780,201,1621,780,3,6,3,18,17,127
6698,5,780,400,32,56,178,56,400,32,56,127
6699,56,178,780,1621,780,3,201,18,5,6,127
6700,17,780,780,323,323,323,323,2,2,2,127
6701,139,32,32,32,32,12,68,1247,1247,1821,127
6702,68,400,2,32,12,56,56,178,307,56,127
6703,32,32,32,68,32,12,68,56,178,865,127
6704,865,323,1247,323,323,323,323,1076,1076,56,127
6705,178,56,1076,307,56,32,32,32,32,12,127
6706,12,12,68,57,103,57,103,57,68,143,127
6707,143,57,12,32,56,143,178,56,323,323,127
6708,57,2,2,2,233,2,79,100,2,794,127
6709,1440,3,5,2,3,1440,794,915,375,872,127
6710,712,1448,1236,375,1205,2,872,2440,712,3,127
6711,2,10,6,1135,378,3,2,712,3,872,127
6712,1236,1448,915,712,378,1205,712,375,2,1135,127
6713,915,378,3,2,525,525,697,3,2,375,127
6714,2,378,3,1135,915,1236,3,2,375,3,127
6715,3,2,375,378,3,2,5,3,794,10,127
6716,6,3,2129,2272,31,2129,1645,1790,2272,2129,127
6717,130,18,5,17,2272,44,5,6,3,1440,127
